id,is_appartment,area,added_time,bedrooms,new_building,postcode,lat,lon,advertiser,foto_amount,is_promoted,subtype,sticker,price_drop_date,energy_value,energy_label,province,price
tr29,False,137.5,126060784,2.0,0,7782,50.72969,2.87505,Dehaut Immobilier,21.0,1,Burgerswoning,,,408.0,e,Henegouwen,119000.0
tr30,False,152.0,140068570,4.0,0,3770,50.83048,5.641503,STERK vastgoedmakelaars,28.0,1,Woning,,,151.0,b,Limburg,399000.0
tr31,True,127.0,115081099,2.0,0,3620,50.882479542,5.673486278,Jemar.be,10.0,1,Penthouse,,,281.0,c,Limburg,235000.0
tr32,False,102.0,142578120,2.0,0,9800,50.99159,3.504542,Smart Houses,15.0,1,Woning,,,153.0,b,Oost-Vlaanderen,349000.0
tr33,False,58.0,113512105,1.0,0,5060,50.446014,4.632143,Easy Home Immo Marche,19.0,1,Woning,,,430.0,f,Namen,69000.0
tr34,True,96.0,137304038,2.0,0,2000,51.2243,4.404568,Heylen Vastgoed - Antwerpen 't Zand,16.0,1,Appartement,,,178.0,b,Antwerpen,330000.0
tr35,False,190.0,141204189,3.0,1,2323,51.3993934,4.7955333,ERA NOORD (Hoogstraten),5.0,1,Eengezinswoning,,,,,Antwerpen,457550.0
tr36,True,30.0,143003441,0.0,0,8620,51.14784,2.716466,Immo Eecke,10.0,1,Studio met slaaphoek,new,,214.0,c,West-Vlaanderen,185000.0
tr37,False,169.0,122451029,4.0,0,9910,51.1151598,3.3945744,Dewaele - Eeklo,30.0,1,Woning,,2024-10-30 13:02:32,743.0,f,Oost-Vlaanderen,349000.0
tr38,True,,138669272,2.0,0,9300,50.94536,4.038249,Pantheon-Vastgoed,10.0,1,Appartement,,,71.0,a,Oost-Vlaanderen,195000.0
tr39,False,128.0,134722251,3.0,1,9990,,,Bonne Vastgoed ,19.0,1,Woning,,,,,Oost-Vlaanderen,385000.0
tr40,False,,135230201,4.0,0,8400,51.224388369,2.913252143,Immo Geldhof,22.0,1,Woning,,,197.0,b,West-Vlaanderen,275000.0
tr41,False,413.0,132136481,5.0,0,9770,50.9268467,3.5042271,ERA Bossuyt (Waregem),24.0,1,Villa,,2024-11-26 13:14:19,211.0,c,Oost-Vlaanderen,635000.0
tr42,True,57.59,140943732,1.0,1,2300,51.32402,4.953304,Heylen Vastgoed - Turnhout,14.0,1,Appartement,,,,,Antwerpen,202000.0
tr43,True,90.0,141462420,2.0,0,9800,50.98729,3.51994,EXCELLENT VASTGOED Deinze,9.0,1,Appartement,,,92.0,a,Oost-Vlaanderen,217500.0
tr44,True,,138407216,2.0,0,3630,50.96594,5.687472,Orange Immo bv,9.0,1,Appartement,,,,,Limburg,299000.0
tr45,False,130.0,115283608,3.0,0,2450,51.1130441,5.1152904,IMMO VL Mol,12.0,1,Woning,,2024-10-04 21:40:58,785.0,f,Antwerpen,199000.0
tr46,False,608.0,113128886,6.0,0,3001,50.853027,4.655254,Found & Baker Brussel,21.0,1,Villa-landhuis,,,176.0,b,Vlaams-Brabant,985000.0
tr47,False,,138751208,2.0,0,8660,51.07263,2.59534,Vastgoed Henry,20.0,1,Woning,,,608.0,f,West-Vlaanderen,235000.0
tr48,False,120.0,138442417,2.0,0,2830,51.07955,4.365355,"IMMO IQ - Zonder makelaar, zonder zorgen",21.0,1,Rijwoning,,,174.0,b,Antwerpen,315000.0
tr49,False,192.0,141958319,3.0,0,2490,51.18689,5.230319,Het Vastgoedkantoor Balen,8.0,1,Eengezinswoning,,2025-01-15 22:14:14,,,Antwerpen,375000.0
tr50,False,231.0,142236148,3.0,0,1910,50.932272961,4.53620553,IMMO VERSTRAETEN bvba - Immoview,22.0,1,Woning,,,511.0,f,Vlaams-Brabant,365000.0
tr51,True,90.0,142301539,2.0,0,3545,50.9485965,5.118523873,,20.0,1,Appartement,,,178.0,b,Limburg,260000.0
tr52,False,191.0,136584317,4.0,1,8770,50.90763,3.256316,Bordes,25.0,1,Woning,,,,,West-Vlaanderen,350000.0
tr53,False,200.0,138781057,3.0,0,3720,50.854258445,5.382732153,Vastgoed Vogels - Verkoop,15.0,1,Woning,,,1095.0,f,Limburg,185000.0
tr54,False,180.0,140826282,6.0,0,9000,51.05666,3.693434,De Vastgoedlink ,16.0,1,Woning,,,328.0,d,Oost-Vlaanderen,329000.0
tr55,False,197.0,134109014,3.0,0,9420,50.908668518,3.924010038,Albert Smetlede,23.0,1,Woning,,,863.0,f,Oost-Vlaanderen,275000.0
tr56,True,178.0,142375110,3.0,0,3970,51.1208347,5.25914,Vastgoedservice Mol,13.0,1,Appartement,,,299.0,c,Limburg,189000.0
tr57,False,76.0,141257101,3.0,0,8680,51.09081,2.973527,Diksimmo Diksmuide,20.0,1,Woning,,2025-01-09 15:14:56,751.0,f,West-Vlaanderen,199000.0
tr58,False,136.0,141204760,2.0,0,2600,51.20213,4.443933,Wijns Vastgoed - Berlaar,44.0,1,Burgerswoning,,,224.0,c,Antwerpen,459000.0
tr59,False,115.0,130526484,2.0,0,7110,50.48089,4.14495,L'essentiel immobilier,19.0,1,Woning,,,424.0,e,Henegouwen,80000.0
tr60,False,149.0,137299179,2.0,0,8870,50.922302902,3.206124233,Immo Francois - Izegem,12.0,1,Koppelwoning,,,247.0,c,West-Vlaanderen,189000.0
tr61,False,315.0,138808789,5.0,0,3600,50.9883,5.494768, JANSSEN EN JANSSEN  Zonhoven,56.0,1,Woning,,,248.0,c,Limburg,719000.0
tr62,True,139.0,142478840,3.0,1,8800,50.9650923,3.1343951,Dewaele - Roeselare,8.0,1,Appartement,,,,,West-Vlaanderen,475000.0
tr63,True,88.0,141615948,2.0,0,2650,51.15608,4.427249,Omnia Vastgoed ,16.0,1,Appartement,,,390.0,d,Antwerpen,245000.0
tr64,True,130.0,138353784,3.0,0,1502,50.7148007,4.222611,IMMO PICKÉ,12.0,1,Appartement,,,401.0,e,Vlaams-Brabant,215000.0
tr65,True,101.0,141854176,2.0,0,3500,50.94775,5.390973,SOM Vastgoed Hasselt,25.0,1,Appartement,,,71.0,a,Limburg,329000.0
tr66,True,115.0,135902688,3.0,1,1420,50.68441366,4.396998882,Latour & Petit Wat Vente,9.0,1,Appartement,,,,,Waals-Brabant,450000.0
tr67,True,106.0,140652206,2.0,0,2100,51.22024,4.46162,Walls Vastgoedmakelaars - Antwerpen,24.0,1,Appartement,,,99.0,a,Antwerpen,245000.0
tr68,False,,130009797,3.0,0,2222,51.08617,4.681247,Wijns Vastgoed - Heist-op-den-berg,33.0,1,Woning,,2024-10-31 11:37:39,634.0,f,Antwerpen,379000.0
tr69,False,390.12,134030216,3.0,1,3770,50.7923173,5.6246927,Immo Janssen-Marres,25.0,1,Woning,,,35.0,a,Limburg,399000.0
tr70,False,140.0,142585517,3.0,0,7380,50.4040769,3.6940803,Nomad immo,18.0,1,Woning,new,,,,Henegouwen,155000.0
tr71,True,150.0,142996345,0.0,0,8500,50.83247,3.281425,Immotion,16.0,1,Loft,new,,141.0,b,West-Vlaanderen,465000.0
tr72,True,140.0,142142712,2.0,1,3960,51.11629,5.64704,Immo Bongaerts,13.0,1,Duplex,,,,a,Limburg,271000.0
tr73,True,99.0,92872419,2.0,1,7700,50.74435,3.211455,GIC Immobilier Mouscron,7.0,1,Appartement,,,,,Henegouwen,249900.0
tr74,False,176.0,142610591,3.0,0,9130,51.28735,4.175725,Van Hoye Vastgoed,17.0,1,Woning,new,,452.0,e,Oost-Vlaanderen,249000.0
tr75,False,,142813662,3.0,1,3590,50.89570998,5.41949668,SBC Vastgoed,7.0,1,Eengezinswoning,new,,,,Limburg,379000.0
tr76,True,105.0,137131555,3.0,0,2050,51.22865,4.38705,Walls Vastgoedmakelaars - Linkeroever & Waasland,11.0,1,Appartement,,,,c,Antwerpen,275000.0
tr77,False,144.0,130028531,4.0,1,1745,50.94342561,4.16938678,Kepler Development,22.0,1,Eengezinswoning,,,-15.0,,Vlaams-Brabant,362500.0
tr78,False,122.0,142142917,3.0,0,3560,50.97647,5.175914,Immo Benny Simons,28.0,1,Woning,,,512.0,f,Limburg,585000.0
tr79,False,155.0,142217834,2.0,0,9000,51.0322579,3.725842678,Dirk Vanparys,22.0,1,,,,299.0,c,Oost-Vlaanderen,335000.0
tr80,True,80.0,114163888,2.0,0,7712,50.72601,3.231624,Max'Invest,10.0,1,Appartement,,2024-12-28 14:07:54,235.0,c,Henegouwen,199000.0
tr81,False,186.0,141899653,4.0,0,3500,50.94447,5.37297,Immo Lantmeeters,20.0,1,Woning,,,229.0,c,Limburg,495000.0
tr82,True,63.0,138410365,1.0,0,8670,51.1131745,2.6173616,ERA Servimo (Sint-Idesbald),15.0,1,Appartement,,,178.0,b,West-Vlaanderen,229000.0
tr83,True,95.0,139111371,0.0,0,8850,50.98035,3.201838,Estatement ,9.0,1,Appartement,,,100.0,a,West-Vlaanderen,295000.0
tr84,False,226.0,138956983,6.0,0,3630,50.9583781,5.6913127,Laud,29.0,1,Woning,,,343.0,d,Limburg,470000.0
tr85,False,151.0,143064319,3.0,0,8800,50.92329,3.1515,Imfiro BVBA,13.0,1,Hoekwoning,new,,116.0,b,West-Vlaanderen,355000.0
tr86,True,39.0,137815358,1.0,0,8434,51.1701,2.779126,Century 21 At Sea ,10.0,1,Appartement,,,611.0,f,West-Vlaanderen,139000.0
tr87,False,,138598817,3.0,0,8820,51.02943296,3.09631619,Immo Gryson TORHOUT,18.0,1,Woning,,,568.0,f,West-Vlaanderen,398000.0
tr88,False,350.0,130630923,5.0,0,9620,50.833546301,3.794996852,Immo Francois - Zottegem,22.0,1,Woning,,,269.0,c,Oost-Vlaanderen,249000.0
tr89,True,133.0,75464884,2.0,1,9600,50.7496952,3.599,Dewaele - Oudenaarde,10.0,1,Appartement,,,83.0,a,Oost-Vlaanderen,389000.0
tr90,True,48.0,143193148,1.0,0,1000,50.86345,4.35476,Immo-Time,16.0,1,Appartement,new,,276.0,f,Hoofdstedelijk Gewest Brussel,175000.0
tr91,True,31.0,142673792,1.0,0,4000,50.6196026,5.5901377,Nigel Immo,17.0,1,Studio met slaaphoek,new,,666.0,g,Luik,69000.0
tr92,False,,133400620,0.0,0,9910,51.13882,3.42137,Your Home,4.0,1,Woning,,,,,Oost-Vlaanderen,569475.0
tr93,True,112.0,140911673,3.0,0,9000,51.05189,3.718008,Oranjeberg,30.0,1,Appartement,,,219.0,c,Oost-Vlaanderen,375000.0
tr94,True,108.0,140930350,2.0,0,8880,50.8599215,3.1191016,ERA @t Home (Geluwe),15.0,1,Appartement,,,222.0,c,West-Vlaanderen,199000.0
tr95,True,77.0,141338939,2.0,0,8600,51.03645545,2.864918136,,16.0,1,Appartement,,,110.0,b,West-Vlaanderen,295000.0
tr96,True,242.0,142056553,3.0,0,3500,50.93226,5.333563,Optie M vastgoed,35.0,1,Appartement,,,114.0,b,Limburg,735000.0
tr97,True,85.0,100426022,2.0,1,9160,51.1039,4.00336,UrbanLink Group,7.0,1,Appartement,,,,,Oost-Vlaanderen,264900.0
tr98,True,126.3,142237375,3.0,1,9000,51.032809009,3.707504869,Immo Da Vinci Gent,5.0,1,Appartement,,,,,Oost-Vlaanderen,549000.0
tr99,True,95.8,136700028,2.0,1,2350,51.31097,4.876165,Heylen Vastgoed - Turnhout,10.0,1,Appartement,,,,,Antwerpen,370000.0
tr100,False,271.46,142144380,3.0,0,9920,51.10918,3.62878,NB-Projects,6.0,1,Woning,,,,,Oost-Vlaanderen,778929.0
tr101,False,200.0,137570648,3.0,0,8680,51.08529789,2.98423144,Vastgoed Sinnaeve Koekelare,26.0,1,Woning,,,470.0,e,West-Vlaanderen,315000.0
tr102,False,,136427901,0.0,0,9870,50.91688,3.44572,Your Home,4.0,1,Woning,,,,,Oost-Vlaanderen,538210.0
tr103,False,173.0,138512032,4.0,1,9870,50.91654,3.438065,C-Nest Groep,16.0,1,Villa,,,,,Oost-Vlaanderen,527500.0
tr104,True,134.0,115889291,3.0,1,3640,51.1346946,5.8106912,Beneca Vastgoed,23.0,1,Appartement,,,,,Limburg,311999.0
tr105,False,173.0,137030060,4.0,0,2500,51.133754,4.561543,HOME SWEET HOME,18.0,1,Woning,,,49.0,a,Antwerpen,439000.0
tr106,True,141.0,133684798,3.0,1,3980,51.0702388,5.1276691,Immo Inge,16.0,1,Duplex,,2025-01-02 20:21:48,12.0,a,Limburg,289500.0
tr107,False,169.0,139104398,3.0,0,9340,50.96355,3.981639,Vastgoed Verbruggen,13.0,1,Woning,,,330.0,d,Oost-Vlaanderen,269500.0
tr108,False,,141181799,3.0,0,9111,51.15854,4.10287,Immo-Service Sint-Niklaas,44.0,1,Woning,,,194.0,b,Oost-Vlaanderen,999000.0
tr109,False,135.0,138403003,3.0,1,3800,50.81049,5.196864,Splendid,14.0,1,Woning,,,0.0,a+,Limburg,346179.0
tr110,False,226.0,141854321,4.0,0,3700,50.78503,5.48191,Leroi Immobiliën,27.0,1,Woning,,,349.0,d,Limburg,380000.0
tr111,True,93.0,91274613,3.0,1,7060,50.57655,4.06845,Impactimma sprl,26.0,1,Appartement,,,,,Henegouwen,279000.0
tr112,False,251.0,135584337,4.0,0,2640,,,Vastgoed Verhaegen,25.0,1,Uitzonderlijke woning,,,288.0,c,Antwerpen,725000.0
tr113,True,37.0,135978965,0.0,0,8370,51.31953,3.146009,Caenen - Kantoor Blankenberge,12.0,1,Studio,,,141.0,b,West-Vlaanderen,157500.0
tr114,True,175.0,142583249,4.0,1,3300,50.8080497,4.9311115,Itimmo,30.0,1,Duplex,,,,,Vlaams-Brabant,750000.0
tr115,True,51.0,120113912,1.0,0,2640,51.17184,4.446859,Heylen Vastgoed - Mortsel,0.0,1,Studio met slaaphoek,,,339.0,d,Antwerpen,115000.0
tr116,True,,123648892,2.0,0,9160,51.108,3.900777,IMMO VAN HOORICK,10.0,1,Appartement,,,346.0,d,Oost-Vlaanderen,169000.0
tr117,False,152.0,135391486,3.0,0,8530,50.84095,3.3116,EXPERT-IMMO,31.0,1,Woning,,,440.0,e,West-Vlaanderen,300000.0
tr118,True,54.0,142761448,1.0,0,2320,51.4047736,4.7653587,Albert Rijkevorsel,38.0,1,Appartement,new,,127.0,b,Antwerpen,265000.0
tr119,False,,133166195,5.0,0,9910,51.147667303,3.425813913,Stijn Voet immobiliën,41.0,1,Gemengd gebruik,,,468.0,e,Oost-Vlaanderen,575000.0
tr120,False,150.0,137125199,3.0,0,2650,51.16046,4.44602,Fidimco,23.0,1,Woning,,,99.0,a,Antwerpen,429900.0
tr121,False,,137021450,2.0,0,2310,51.3792378,4.76860921,Philippe VERLINDEN,30.0,1,Woning,,,333.0,d,Antwerpen,540000.0
tr122,False,300.0,134632849,3.0,0,1851,50.9658243,4.3764436,We Invest Meise,29.0,1,Gemengd gebruik,,,181.0,b,Vlaams-Brabant,540000.0
tr123,False,,130652671,3.0,0,3350,50.8144527,5.016370118,Vera Cauwenberghs,21.0,1,Woning,,,,,Vlaams-Brabant,460000.0
tr124,True,150.0,132740799,2.0,0,2150,51.20358,4.482366,CENTURY 21 Advieskantoor,24.0,1,Appartement,,,123.0,b,Antwerpen,295000.0
tr125,False,250.0,137822411,3.0,0,8301,51.33801,3.24646,RH Vastgoed,20.0,1,Woning,,,,f,West-Vlaanderen,415000.0
tr126,False,150.0,139474672,2.0,0,5651,50.28966,4.42438,Immo Contact,15.0,1,Woning,,,615.0,g,Namen,230000.0
tr127,True,89.0,135933648,2.0,1,2500,51.1260272,4.5827854,Brody,14.0,1,Appartement,,,,,Antwerpen,260345.54
tr128,False,284.04,137059686,6.0,0,5570,50.126858,5.0082597,Easy Home Immo Marche,24.0,1,Woning,,,307.0,d,Namen,249000.0
tr129,True,50.0,142676318,0.0,0,1020,50.88639,4.35301,Espace Immo Brussels Centre,8.0,1,Studio,new,,299.0,f,Hoofdstedelijk Gewest Brussel,195000.0
tr130,False,,142399938,3.0,0,9506,50.79294802,3.89739791,"CAUDRON, HERZEEL & BRECKPOT",27.0,1,Woning,,,442.0,e,Oost-Vlaanderen,120000.0
tr131,False,,137131776,0.0,0,3660,51.05277,5.60808,IMMO LIMBURGS VASTGOED,9.0,1,Woning,,,,,Limburg,359204.0
tr132,False,156.0,133600141,4.0,0,7110,50.48449,4.145,L'ETUDE DES PROPRIETAIRES,16.0,1,Woning,,,475.0,f,Henegouwen,219000.0
tr133,False,180.0,137735980,3.0,1,3680,51.067295,5.655271,Johan Telen Vastgoed,2.0,1,Woning,,,,,Limburg,499000.0
tr134,False,124.0,142504196,2.0,0,2300,51.33087,4.947505,Home-ID Lauwers,19.0,1,Eengezinswoning,,,621.0,f,Antwerpen,169000.0
tr135,False,179.0,138986368,4.0,0,8560,50.8526003,3.2050801,ERA Becue (Kortrijk),21.0,1,Woning,,,737.0,f,West-Vlaanderen,175000.0
tr136,True,85.0,142587059,1.0,0,1180,50.8154289,4.343781,By the Way Immo Louise,19.0,1,Duplex,,,224.0,e,Hoofdstedelijk Gewest Brussel,449000.0
tr137,True,82.0,141865150,1.0,1,2580,51.05951,4.627295,Boonstra Vastgoed,9.0,1,Appartement,,,,,Antwerpen,277973.0
tr138,True,104.2,99433462,3.0,1,1082,50.8647,4.29353,Living Stone Dilbeek,16.0,1,Appartement,,,,,Hoofdstedelijk Gewest Brussel,399000.0
tr139,False,208.0,132132453,4.0,1,2220,51.06838,4.715603,Heylen Vastgoed - Heist-op-den-Berg,13.0,1,Eengezinswoning,,,,,Antwerpen,444706.0
tr140,True,133.0,136507721,2.0,0,8520,50.852880122,3.286833604,Vastgoed Norman,12.0,1,Appartement,,2025-01-05 11:55:16,107.79,b,West-Vlaanderen,310000.0
tr141,True,152.85,140943732,2.0,0,2300,51.33259,4.93417,Heylen Vastgoed - Turnhout,32.0,1,Serviceflat,,,,,Antwerpen,499000.0
tr142,True,97.0,142168024,2.0,0,2300,51.32024,4.961653,Heylen Vastgoed - Turnhout,13.0,1,Appartement,,,217.0,c,Antwerpen,249000.0
tr143,True,81.0,110203186,2.0,0,2547,51.12501,4.497644,Heylen Vastgoed - Mortsel,17.0,1,Appartement,,,73.0,a,Antwerpen,299000.0
tr144,True,108.0,142654022,2.0,1,3620,50.8856,5.642408,Immo Jongen & Meuwissen,26.0,1,Loft,new,,84.0,a,Limburg,329000.0
tr145,False,163.0,142993813,3.0,0,9000,51.07564826,3.71449521,Top Vastgoed,25.0,1,Woning,new,,324.0,d,Oost-Vlaanderen,299000.0
tr146,True,88.78,143016758,1.0,1,9040,51.0653,3.76351,ACASA,5.0,1,Appartement,new,,,,Oost-Vlaanderen,369500.0
tr147,False,166.0,138851742,3.0,1,8000,51.19424,3.271226,Hectaar NV,10.0,1,Woning,,,,a,West-Vlaanderen,416711.0
tr148,False,161.22,136025291,3.0,0,4880,50.70391,5.868015,Flech'Euro,34.0,1,Woning,,,323.0,d,Luik,437500.0
tr149,False,,137295282,2.0,0,7700,50.7392,3.193789,Max'Invest,12.0,1,Woning,,,209.0,c,Henegouwen,229000.0
tr150,True,71.0,137776579,3.0,0,1030,50.8703469,4.3721493,ERA Châtelain (Ixelles),17.0,1,Appartement,,,781.0,g,Hoofdstedelijk Gewest Brussel,275000.0
tr151,False,303.0,138264598,4.0,0,1560,50.76114,4.4401,We Invest Overijse,28.0,1,Woning,,,632.0,f,Vlaams-Brabant,545000.0
tr152,False,326.0,134516616,4.0,0,8740,50.99337,3.26711,Immo Metex,21.0,1,Woning,,,362.0,d,West-Vlaanderen,359000.0
tr153,False,120.0,142005718,3.0,0,9150,,,Van Hoye Vastgoed,11.0,1,Woning,,,326.0,d,Oost-Vlaanderen,248000.0
tr154,True,60.0,139563454,2.0,0,1080,50.85462,4.31879,HomeSide Properties,9.0,1,Appartement,,,202.0,d-,Hoofdstedelijk Gewest Brussel,185000.0
tr155,False,105.0,141793938,4.0,0,8434,51.15851,2.761031,Devuyst Vastgoed,38.0,1,Vakantiewoning,,,189.0,b,West-Vlaanderen,279000.0
tr156,False,134.0,138100669,3.0,0,8930,50.78844,3.19335,Vastgoed Glorieux,4.0,1,Woning,,2025-01-06 15:48:55,1274.0,f,West-Vlaanderen,230000.0
tr157,False,88.0,122525956,2.0,0,9600,50.74702,3.6079,Immo Nobels,18.0,1,Woning,,,290.0,c,Oost-Vlaanderen,135000.0
tr158,True,97.0,135931838,3.0,1,9000,51.064236,3.7316977,Le Clair BV,15.0,1,Appartement,,,73.0,a,Oost-Vlaanderen,445000.0
tr159,False,138.0,142374729,2.0,0,8530,50.85845,3.31707,Century 21 - Immo Vercoutere,21.0,1,Woning,,,188.0,b,West-Vlaanderen,249500.0
tr160,True,89.0,141891307,2.0,0,2830,51.0484391,4.3765699,INVESTPRO,8.0,1,Appartement,,,,,Antwerpen,361777.0
tr161,True,174.0,136582739,2.0,0,2018,51.19466,4.407549,Verlat Immobiliën,22.0,1,Appartement,,,123.0,b,Antwerpen,560000.0
tr162,False,134.0,141932765,4.0,0,3800,50.81146,5.168951,Katrien Wouters – Creating Immotions,31.0,1,Eengezinswoning,,,381.0,d,Limburg,299000.0
tr163,False,661.0,142728945,2.0,0,3730,50.84204,5.44994,HET IMMOHUIS,61.0,1,Gemengd gebruik,new,,141.0,b,Limburg,850000.0
tr164,False,,62852582,4.0,0,6180,50.46469,4.375,L'ETUDE DES PROPRIETAIRES,33.0,1,Woning,,,327.0,d,Henegouwen,499999.0
tr165,True,41.0,141551966,1.0,0,1180,50.79447,4.35424,TRIOR Louise,7.0,1,Studio met slaaphoek,,,443.0,g,Hoofdstedelijk Gewest Brussel,165000.0
tr166,False,123.0,141796142,3.0,0,2800,51.041,4.469779,Kasper & Kent,15.0,1,Woning,,,314.0,d,Antwerpen,299000.0
tr167,False,92.0,140713736,2.0,0,9240,51.0655,4.0277,Immostad,4.0,1,Woning,,,692.0,f,Oost-Vlaanderen,306500.0
tr168,True,130.0,135900784,3.0,0,1050,50.81631,4.371497,Immo CD,34.0,1,Appartement,,2024-11-19 15:30:30,247.0,e,Hoofdstedelijk Gewest Brussel,550000.0
tr169,True,95.0,142671153,2.0,0,1000,50.8419355,4.3736873,Zada Properties,16.0,1,Appartement,new,,,,Hoofdstedelijk Gewest Brussel,349000.0
tr170,False,280.0,141892748,5.0,0,6980,50.1721757,5.5867102,Immo by Julie,29.0,1,Herenwoning,,,211.0,c,Luxemburg,475000.0
tr171,False,378.0,140920483,10.0,0,2870,51.08132,4.32431,Uw-Huis Bv,27.0,1,Woning,,,283.0,c,Antwerpen,779000.0
tr172,False,146.0,139608452,4.0,0,9040,51.052195,3.745986,i-Moov,11.0,1,Woning,,,,c,Oost-Vlaanderen,300000.0
tr173,False,433.0,137905006,9.0,0,9300,50.93705,4.036967,B&V Invest,16.0,1,Woning,,,544.0,f,Oost-Vlaanderen,800000.0
tr174,False,137.0,141321780,3.0,0,9160,51.12235,3.92053,Immo-Home,17.0,1,Woning,,,1818.0,f,Oost-Vlaanderen,359000.0
tr175,False,,139721037,2.0,0,9000,,,Anne-Marie SCHOORMAN,25.0,1,Woning,,,892.0,f,Oost-Vlaanderen,111000.0
tr176,True,100.0,137894059,2.0,1,2500,51.12991,4.56999,HOME SWEET HOME,10.0,1,Penthouse,,,157.0,b,Antwerpen,299000.0
